Question	rel_label
On what is Cher also working 	802
For what do 24 % of students qualify	803
where did Belgium fight 	804
what town in Shenandoah County	60
who had all kinds of bombs	805
Who was born in 1932	1
what was declared a National Monument in 1973	806
what  town is in Potter County	60
What is a commune located in Mehedini County	807
where became a village in 1891	750
What was performed in December 2005	808
who  fell to the Suebi	611
Where did White also appear	529
For what did New York Governor George Pataki call	734
Where has RZA appeared  	809
when did Louis XIV die 	424
who was commissioned in April 1941	810
When was Palatine Bridge settled	811
What is won by Eric Brown	697
Where finally became part of Kerala	812
who was Tiamat	813
What is Deacon	814
what Conservancies are mostly  	815
Who posed for Maxim magazine	816
Of what is Ireland a member state 	817
where do Laws vary widely 	818
What dropped for breaker points	819
Who was reared in the Bronx , New York	820
What was a hardcore punk band from Washington	821
where is Sosa	91
what was formed in 1852	461
where is Islamia College located 	68
of what is Water an excellent conductor	822
who isn't allowed to give perpetual check	823
whom did Isis injure 	824
as what was Lo Wu  known  	825
who  moved to New Haven	33
What was founded in 2002	308
who was married in 1971	826
what is an orchestra based in Sydney	65
when did 1752 begin	349
For whom did The Society pay	827
for whom is The CED designed 	828
with what was Nedit also distributed 	829
Where is Nevada	134
who grew up in Freeport	194
Where is Loftus Road	830
where are Frog legs eaten 	831
What is is an album by Sum 41	466
where is Blaine High School 	832
Who  talks to Delenn	575
who played college football at Arkansas State	219
To whom was Marske the home  	833
what  was repealed in 1962	834
by whom were String arrangements done	835
of whom  is Gordon jealous 	836
what is The Family Arena 	837
who confesses this to Cora	838
What was Lundberg named 	839
where was Chopra born 	1
to what is Form central  	840
who is a sweet girl with a big heart	841
who is of Indian descent	159
What was set up in Tay Ninh	42
what is Senta	731
what are Chemical weapons 	842
What is drained by the Dead River	843
who compares favorably to SOAP	844
who went on a 22-2 record	276
what do Railways use	845
where was Hurricane Floyd	846
what is located in Bradford	68
with what  are Hyacinths sometimes associated	847
Who campaigned for invalid votes	848
What is a side effect of supplemental results	849
What is Oranjezicht	850
what depends on accuracy	851
Who has made an appearance on the Wii 's Virtual Console	852
who  was an American football player for the Chicago Cardinals	853
who was the wealthiest man in Hazzard County	854
what may also refer to New Jersey Route 15	855
who looked up to Cross	856
who has worked as Director of Development	857
how  are Traffic tickets  sent	858
what  is a radioactive isotope of carbon	859
When  was Unit 1644 established  	860
what  tend to occur on Mondays and Thursdays	861
what were then used by Fair organizers	862
who began playing the violin at age six	863
what percentage of people were born outside of the United Kingdom	864
who were beating up Greene	865
when is Runway lighting always on 	866
Where did Penhalluriack initially study	227
what  is headed by the Registrar	867
where is Woodside	197
when did Diggers Rest join	868
Where has A similar thing  occurred  	869
Who is Ng	870
Who is AH	139
what did Bomdila have  	871
what is a type of postmark	563
Via what did Promotion come  	872
What did Ral Partha retain  	873
what became a wholly owned subsidiary of Major League Gaming	874
who started out in theatre	875
who was denied parole	876
Who appeared on The Ultimate Fighter	877
in what did Woolfolk also excell  	878
What is Mountain Park 	60
who subsequently returned to the UUP	879
as what did Radio development  begin 	880
What is about 2,500	881
what is an American football fullback for the Houston Texans of the National Football League	882
who was born in Azamgarh	1
To what did Merton return	92
Who is Black Duck	139
what has been a hub for TWA	883
how many members have served on the Court	884
what Council consists of a President	13
What is headquartered at Beverly Hills	885
Where did Race one take place  	886
when  is Construction scheduled to begin  	887
to where did Bailey move	33
what did Russell become	888
with what did Reese finish	889
what offers more than 60 programs of study	890
Where is Liberal	134
What is Finley	60
Where was Lampson born	444
of where is Homebush an inner western suburb 	891
For whom is Human breast milk best 	892
where are six	659
who is a graduate of the University of South Dakota	431
Where was Lennard brought up  	526
what does Character refer to 	893
who  is not a good speaker	173
without what The Court  sits 	894
when was Race 1 held 	312
What is Kingston	895
who  is much loved in Croatia	896
What does Rugby league have	897
who was already married to Maria	898
who is Silverio	899
What was incorporated on September 8 , 1905	281
who died on February 2	424
what broke in two	900
What is the third most populous city in South Africa	901
of where was Stone a native 	79
what was based on rum	902
On what can Latin abbreviations  also be seen  	903
what did Meco have 	871
who  is appointed Chancellor of The Open University	904
who was born on September 20 , 1930	166
What also sponsors a wide range of various workshops	905
where is Canaan	64
how nuch did Pasture land make up	906
What may have an element of truth	907
Who do n't always have horns	908
who studied various aspects of esoteric philosophy	909
What is Methicillin-resistant Staphylococcus aureus	910
who currently plays for TP-47	911
when was Last Call  released	228
what did Olson return to 	92
 what are 1 Senators appointed to represent  	912
Where is Dilley	134
To whom did The Sox  lose 	913
what did Baird choose 	914
who was born in Park Forest	1
by whom was Albert survived  	915
who was also the founder of Enoch	916
who has diplomatic relations with 21 states	917
where  is The United States  mentioned 	918
what are expected to open in 2009	919
who started working in Palo Alto	920
What is a debugger for the Linux kernel	921
Who was posted to Fort Laramie	412
What was stored on a cassette tape	354
when was CTSS first demonstrated 	922
Who got off to a good start	590
Of what is Franklin County currently made up 	923
Who only eats chicken nuggets	924
Who  is native to China	925
when was Whitley County formed 	461
what are located in Fort Worth	68
who  was born in Gppingen	1
who was a native of Huntsville	79
what  began in 1707	608
what is NGC 6738	926
who finished fourth for Renault	927
where does Partizan currently participate	928
what began in 2002	608
who participated frequently in the Crusades	929
who performed in Sydney	489
Where are Radioactive materials  also released  	220
where did Larrabee travel  	313
Where was Ashbee born	1
to where does Dr. Hall  return  	92
what did Technological improvements do 	930
what was recorded in Morocco	931
what broke loose on 8 August 1878	932
What ain't necessarily part of physical cosmology	933
Where does A famine strike	934
what  now extends to the Bay of Naples	935
what was also a critical success	178
who  trailed with 5,649 votes	936
what Enrique didn't have   	937
where is The Tick 	659
As what was Socialism redefined 	938
what is Conscription 	939
What flow into the Atlantic Ocean	940
where is Honey especially popular 	941
who was John	942
who was showing signs of senility	616
whhere was Salim flown 	943
what is a nightclub in Sunnydale	944
what is Gaston College	545
what  does not Citation support 	945
who wrote to Frick	946
What were around US$ 1 billion	947
When have Renovations taken place  	948
who takes an immediate dislike to Valerie	949
where did Ambros die	510
When was Appanoose County formed  	950
